text,label
Glad the game is fixed. Amazing world.,Positive
"If you like clicking stuff it's great. If you want to have fun, stay away.",Negative
"Glaring game design flaws keep this game from really standing out. The puzzles make sense to only the game designers who created them, zapping any aspect of challenging fun. They are boring and nonsensical, and you have to google the intricate details on how to solve them, really zaps the fun out. It shouldn't be that way.The narrator voice is absolutely horrid. She's sounds like a poor combination of trying to be dramatic in a sort of whisperer pillow talk kind of way. It is painful to listen to. I have come to just manually mute whenever she speaks since there is no other option. Such a shame because the rest of the voice acting is good with the characters.",Negative
An enjoyable drama to reflect on the spiritual bankruptcy of managerialism.,Positive
"Fun game, but you don't get to sex Mr. Bancho",Negative
Very good game,Positive
"let steam handle mods, unplayable otherwise at higher populations.",Negative
"Game is broken and the community is straight up toxic, good luck!!",Negative
"Game isnt bad, but its not my type, so, I wouldnt recomend, but maybe someone would like it...",Negative
where is gta6,Negative
"Fun shooter and once you lvl'ed up all the main perks you'll have to complete the the unlocks to access all hidden heroes which have diff abilities. Lots of heroes to find and play with, and then fun to watch all the monsters vaporising off the screen.",Positive
"it's UNDERTALE. Everyone knows UNDERTALE. just buy it on PC, Switch, Playstation and Xbox so you'll have UNDERTALE wherever you need it.",Positive
"crashes, buggy",Negative
nice,Positive
everything,Negative
still isnt battlefield.,Negative
"I skipped all 4 previous Civ's and jumped straight into this one over my friends recommendation.  Very fun to play, especially competing with friends over territory and development. lol",Positive
"Despite the ""Playable"" tag for Steam Deck, Ubisoft broke their installer for this back in February and can't be bothered to fix it. Wish I hadn't spent half an hour in their terrible launcher app before I realized nothing was going to work. Don't bother buying this if you're looking to play it on the deck.",Negative
Too many modders,Negative
Product received for freeEvery different level has nothing special about it seems like a resprited level,Negative
Another bug filled mess that needs to be patched ASAP.,Negative
neet,Positive
"the bonds name, james name. pleased to- what, bond names the james, are you alright, bames nonds having a stronk call a bondulence",Negative
"Act 1 and 2 are great. Little bit of lag because you are loading a big game that's ok. Act 3 is different. Walk 5 feet game freezes and you have to wait 10 minutes for it to load. Walk another 5 feet wait another 10 minutes. If you are unlucky the game will just outright crash loosing all of your walking progress and you will have to do the same song and dance again. I would love to recommend this game. It is so very fun, but if it just becomes unplayable it is not worth it.",Negative
Great game,Positive
FUN,Positive
he's just like me,Positive
Does not really do it for me. Mechanics feel clunky and unpolished.,Negative
"The game is a huge waste of time. I really tried giving it a shot but after 70 hours I am done. The game is really bad in every aspect. The ""Assassins Creed"" from the game is missing. Its just a generic mobile game ad level RPG with a Assassins creed brand on it. Even if you take away the Assassins creed name the game does not hold up well on its own at all.For Example,There are 100 types of enemies but they all have only one or two attack animations that they constantly spam. That sums up the entirely of this game's combat, there is nothing more to it.If all that is not enough the steam version does this funny thing of crashing out to the desktop everytime the game tries to synchronise achievements which is 20-30 minutes but guess what? they didnt even bother adding steam achievements but the game has the logic programmed in it to do so and then crashes out when it cannot sync with steam.",Negative
goated frfr,Positive
"Raft would be a great game, but the story is incredibly stale. Not to mention you could be getting 20-30 fps when the graphic settings are set to low. This game was probably once great, but it has fallen.",Negative
The game feels dead. There is no music or anything. All you hear is the wind blowing the entire time. There is no atmosphere music. Some of the mechanics of the game dont make much sense. Like for example when you reach a checkpoint you cant always upgrade you stats for some reason. So most of the time I just loose all the points for upgrading before it finally allows me to upgrade.,Negative
"great community , even if the game isn't young it still look great and the campagn solo is perfectly doable for anyone",Positive
"Really enjoying the game so far, but i have never encountered a AAA title which crashes almost every hour.",Negative
Great game so far enjoying portal would be great to find out some more examples or information about the rule how to understand  for beginners,Positive
i recomended for  upper than 18 years,Positive
